,text,sentiment,site
1840,one worst film ever seen,0,Imdb
1841,still trying get bad,0,Imdb
1842,movie possibly one creative work horror ever,1,Imdb
1843,everything could want suspense drama comedy confusing subplots native american brain eating looking end brainsucking movie look,1,Imdb
1844,great sound effect impressive special effect recommend movie enough,1,Imdb
1845,call nut think one best movie ever,1,Imdb
1846,great character actor telly savalas peter boyle,1,Imdb
1847,hour minute sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking,0,Imdb
1848,lot hole script,0,Imdb
1849,like bad two hour tv movie,0,Imdb
1850,imagine every single one decision made wrong,0,Imdb
1851,dialogue atrocious,0,Imdb
1852,acting beyond abysmal,0,Imdb
1853,everything stink,0,Imdb
1854,trouble writing directing make impossible establish thing make movie watchable like character story theme,0,Imdb
1855,worse incredibly weak sub plot thrown follows little band latter day mansonites go reporter working story anniversary killing,0,Imdb
1856,dumb pointless complete waste time,0,Imdb
1857,short bother movie,0,Imdb
1858,spoil ending pretty amazing,1,Imdb
1859,best scene movie end spoil,1,Imdb
1860,ever indication writer director ability meld two highly volatile temperament seamless union creativity,1,Imdb
1861,result powerhouse achievement made timely perhaps culture disturbing fascination celebrity distorted interpretation fame,1,Imdb
1862,film easily forgotten,1,Imdb
1863,kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor,1,Imdb
1864,scripting subtle comedy unmatched movie recent year,1,Imdb
1865,character interesting even bit predictable,1,Imdb
1866,highly recommended age although younger set probably appreciate subtle reference certainly appreciate one galley scene particular,1,Imdb
1867,great movie,1,Imdb
1868,also story acting weak,0,Imdb
1869,around four pm bought around pm started watch around eight pm fast forwarded remaining film see anything left watchable human brain,0,Imdb
1870,either way suck,0,Imdb
1871,script horrendously stupid,0,Imdb
1872,story start fast absolutely suspense build slightest,0,Imdb
1873,everything captain howdy say either laughable plain stupid,0,Imdb
1874,hell kind crap,0,Imdb
1875,plot hole,0,Imdb
1876,could drive semi truck hole,0,Imdb
1877,linda cardellini thing good film,1,Imdb
1878,poised amazing,1,Imdb
1879,dee snider plain suck,0,Imdb
1880,act one least scary villain ever seen write write damn movie sleep,0,Imdb
1881,bored throughout whole damn thing,0,Imdb
1882,acting suck music suck script suck pacing suck special fx suck directing suck basically movie suck,0,Imdb
1883,film try serious sophisticated thriller horror flick fails miserably,0,Imdb
1884,probably one least effective utterly unoriginal film ever seen entire life,0,Imdb
1885,piece cinematic garbage captured celluloid,0,Imdb
1886,avoid cost,0,Imdb
1887,rate film stink funny fulci stayed giallo supernatural zombie movie,0,Imdb
1888,avoid film cost,0,Imdb
1889,know happened season five mess,0,Imdb
1890,consistent thread holding series together amazing performance leni parker anita laselva two taelons quiet idealogical conflict,0,Imdb
1891,movie really dislike,0,Imdb
1892,one boring horror movie mainly start slow center boring atmosphere,0,Imdb
1893,puppet look really cheesy good way like puppet master flick,0,Imdb
1894,story lame interesting never really explains sinister origin puppet,0,Imdb
1895,death scene like previous movie f x terrible,0,Imdb
1896,felt asleep first time watched recommend insomniac,0,Imdb
1897,fact film wonderful heartwarming tale two people chasing dream,1,Imdb
1898,best part nurse betty unpredictability,1,Imdb
1899,director neil labute us brutal violence seperate dream reality along touching drama hilarious comedy never tell going happen next,1,Imdb
1900,otherwise even waste time,0,Imdb
1901,one fails create real suspense,0,Imdb
1902,killer expect anything original even remotely frightening,0,Imdb
1903,however pretty good acting least type film,1,Imdb
1904,sorry really recommend anyone,0,Imdb
1905,one boring pointless movie ever seen,0,Imdb
1906,secondary plot line incomprehensible relation primary plot line mystifying,0,Imdb
1907,hated,0,Imdb
1908,one worst sandra bullock movie since speed one quite bad,0,Imdb
1909,understand garbage got shelf movie store even real movie,0,Imdb
1910,highly doubt anyone could ever like trash,0,Imdb
1911,movie making,0,Imdb
1912,acting like watching wooden puppet moving around reading book bad,0,Imdb
1913,warn rent movie dumbest thing never seen,0,Imdb
1914,saw short film hbo day absolutely loved,1,Imdb
1915,realize wonderful short really last two scene,1,Imdb
1916,excellent short film,1,Imdb
1917,hopefully director james cox turn short feature length film cast win u whole new film,1,Imdb
1918,agree jessica movie pretty bad,0,Imdb
1919,character one dimensional even good guy especially bad guy,0,Imdb
1920,story line totally predictable,0,Imdb
1921,much dialogue much music whole film shot elaborately aesthetically like sculpture,1,Imdb
1922,seen soap opera intelligent movie,0,Imdb
1923,bad character bad story bad acting,0,Imdb
1924,really awful,0,Imdb
1925,easy watch,0,Imdb
1926,funny clever hip like pray previous film hype,1,Imdb
1927,long time see charismatic actor screen,1,Imdb
1928,paolo sorrentino written wonderful story loneliness tony built one unforgettable character seen movie recent year,1,Imdb
1929,movie completely perfect titta di girolamo stay long time vision movie,1,Imdb
1930,rate movie nine ten,1,Imdb
1931,know emilio estevez directorial debut pacing interplay development character well clever camera work surrounding character estevez play suggest natural eye,1,Imdb
1932,interplay martin emilio contains wonderful chemistry saw wall street martin charlie,1,Imdb
1933,kathy bates wonderful character subtle desperation escapism variation character play field lord,1,Imdb
1934,reader already seen one miyazaki film still top form made another worthwhile experience,1,Imdb
1935,never condescends character good genuine heart believable problem,1,Imdb
1936,two main character may two believable child ever saw put screen,1,Imdb
1937,easy love even easy identify,1,Imdb
1938,movie great especially enjoy visual art,1,Imdb
1939,scenery two daughter paint photograph beautiful,1,Imdb
1940,story also funny poignant time,1,Imdb
1941,people like european film art movie like movie,1,Imdb
1942,truly art movie actually lot art,1,Imdb
1943,go rent,1,Imdb
1944,however finally watching film realized closed mind brilliance depicts also found watching,1,Imdb
1945,one movie never cease interest simply keep alert try attempt decipher meaning,1,Imdb
1946,brilliance indeed,1,Imdb
1947,liked movie like matrix better yet sequel think appreciate thought provoking mindblowing experience film give,1,Imdb
1948,think film like dream,1,Imdb
1949,simply beautiful,1,Imdb
1950,rickman stowe play role hilt tale childrens book writer maybe written subversive tract,1,Imdb
1951,gloriously fun fast paced fairly accurate portrayal night raver,1,Imdb
1952,present idyllic yet serious portrayal ups down character life,1,Imdb
1953,whatever avoid groove antithesis good human traffic,0,Imdb
1954,bad everyone else involved share crowe level dedication quality far better film hand sub par mess,0,Imdb
1955,movie seemed little slow first,0,Imdb
1956,picked speed got right point,1,Imdb
1957,showed exactly government scientist argued humanity reason gadget,1,Imdb
1958,enjoyed,1,Imdb
1959,recommended friend,1,Imdb
1960,particularly pleased acting ability dwight schultz,1,Imdb
1961,actor truly understand become particular character delivering convincing sincere performance,1,Imdb
1962,screen chemistry critical entire film genuine,1,Imdb
1963,film dialogue natural real life,1,Imdb
1964,writer gorman bechard undoubtedly homework reference industry character age appropriate,1,Imdb
1965,incredible soundtrack truly capture essence film,1,Imdb
1966,track command sentiment actually contributing scene character,1,Imdb
1967,definitely worth seeing sort thought provoking film force question threshold loneliness,1,Imdb
1968,hayao miyazaki latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood,1,Imdb
1969,time seems film animation dominated disney pixar cgi masterpiece refreshing comforting know miyazaki still relying traditional hand drawn animation tell charming enchanting story,1,Imdb
1970,enough said remarkable animation film,1,Imdb
1971,art style appearance crayon pencil drawing wonderfully colorful fanciful,1,Imdb
1972,act film glad gonna drift away earth far possible,0,Imdb
1973,one want surf small wave space movie deep impact armageddon one fails everywhere,0,Imdb
1974,choked vomit end cheap drama worthless dialogue must bored death waste time,0,Imdb
1975,still make super ending depicts great sea vessel taken mighty frost,1,Imdb
1976,consider excellent story solid acting look film added bonus,1,Imdb
1977,instead got bore fest whiny spoiled brat babysitting,0,Imdb
1978,watched two sunday ago march th began really enjoy time taped entire thing,1,Imdb
1979,well acted done tv movie,1,Imdb
1980,judith light one favorite actress think superb job film,1,Imdb
1981,keep watching,1,Imdb
1982,sad movie good,1,Imdb
1983,seen movie definitely recommend,1,Imdb
1984,lovely usual cutie,1,Imdb
1985,still quite interesting entertaining follow,1,Imdb
1986,recommend confidence,1,Imdb
1987,movie well balanced comedy drama thoroughly enjoyed,1,Imdb
1988,riot see hugo weaving play sex obsessed gay real estate salesman us client house tryst flaming darren tom hollander,1,Imdb
1989,anyway plot flowed smoothly male bonding scene hoot,1,Imdb
1990,opening sequence gem classic cat n mouse game follow delight watch,1,Imdb
1991,fan genre heaven,1,Imdb
1992,lange become great actress,1,Imdb
1993,looked like wonderful story,1,Imdb
1994,never walked movie faster,0,Imdb
1995,got bored watching jessice lange take clothes,0,Imdb
1996,unfortunately virtue film production work lost regrettable script,0,Imdb
1997,word embarrassing,0,Imdb
1998,exceptionally bad,0,Imdb
1999,insult one intelligence huge waste money,0,Imdb
2000,wow loved place,1,Yelp
2001,crust good,0,Yelp
2002,tasty texture nasty,0,Yelp
2003,stopped late may bank holiday rick steve recommendation loved,1,Yelp
2004,selection menu great price,1,Yelp
2005,getting angry want damn pho,0,Yelp
2006,honeslty taste fresh,0,Yelp
2007,potato like rubber could tell made ahead time kept warmer,0,Yelp
2008,fry great,1,Yelp
2009,great touch,1,Yelp
2010,service prompt,1,Yelp
2011,would go back,0,Yelp
2012,cashier care ever say still ended wayyy overpriced,0,Yelp
2013,tried cape cod ravoli chicken cranberry mmmm,1,Yelp
2014,disgusted pretty sure human hair,0,Yelp
2015,shocked sign indicate cash,0,Yelp
2016,highly recommended,1,Yelp
2017,waitress little slow service,0,Yelp
2018,place worth time let alone vega,0,Yelp
2019,like,0,Yelp
2020,burrittos blah,0,Yelp
2021,food amazing,1,Yelp
2022,service also cute,1,Yelp
2023,could care less interior beautiful,1,Yelp
2024,performed,1,Yelp
2025,right red velvet cake ohhh stuff good,1,Yelp
2026,never brought salad asked,0,Yelp
2027,hole wall great mexican street taco friendly staff,1,Yelp
2028,took hour get food four table restaurant food luke warm sever running around like totally overwhelmed,0,Yelp
2029,worst salmon sashimi,0,Yelp
2030,also combo like burger fry beer decent deal,1,Yelp
2031,like final blow,0,Yelp
2032,found place accident could happier,1,Yelp
2033,seems like good quick place grab bite familiar pub food favor look elsewhere,0,Yelp
2034,overall like place lot,1,Yelp
2035,redeeming quality restaurant inexpensive,1,Yelp
2036,ample portion good price,1,Yelp
2037,poor service waiter made feel like stupid every time came table,0,Yelp
2038,first visit hiro delight,1,Yelp
2039,service suck,0,Yelp
2040,shrimp tender moist,1,Yelp
2041,deal good enough would drag establishment,0,Yelp
2042,hard judge whether side good grossed melted styrofoam want eat fear getting sick,0,Yelp
2043,positive note server attentive provided great service,1,Yelp
2044,frozen puck disgust worst people behind register,0,Yelp
2045,thing like prime rib dessert section,1,Yelp
2046,bad food damn generic,0,Yelp
2047,burger good beef cooked right,1,Yelp
2048,want sandwich go firehouse,1,Yelp
2049,side greek salad greek dressing tasty pita hummus refreshing,1,Yelp
2050,ordered duck rare pink tender inside nice char outside,1,Yelp
2051,came running u realized husband left sunglass table,1,Yelp
2052,chow mein good,1,Yelp
2053,horrible attitude towards customer talk one customer enjoy food,0,Yelp
2054,portion huge,1,Yelp
2055,loved friendly server great food wonderful imaginative menu,1,Yelp
2056,heart attack grill downtown vega absolutely flat lined excuse restaurant,0,Yelp
2057,much seafood like five string pasta bottom,0,Yelp
2058,salad right amount sauce power scallop perfectly cooked,1,Yelp
2059,ripped banana ripped petrified tasteless,0,Yelp
2060,least think refill water struggle wave ten minute,0,Yelp
2061,place receives star appetizer,1,Yelp
2062,cocktail handmade delicious,1,Yelp
2063,definitely go back,1,Yelp
2064,glad found place,1,Yelp
2065,great food service huge portion give military discount,1,Yelp
2066,always great time do gringo,1,Yelp
2067,update went back second time still amazing,1,Yelp
2068,got food apparently never heard salt batter fish chewy,0,Yelp
2069,great way finish great,1,Yelp
2070,deal included five tasting one drink jeff went beyond expected,1,Yelp
2071,really really good rice time,1,Yelp
2072,service meh,0,Yelp
2073,took min get milkshake nothing chocolate milk,0,Yelp
2074,guess known place would suck inside excalibur use common sense,0,Yelp
2075,scallop dish quite appalling value well,0,Yelp
2076,one time bad customer service,0,Yelp
2077,sweet potato fry good seasoned well,1,Yelp
2078,today second time lunch buffet pretty good,1,Yelp
2079,much good food vega feel cheated wasting eating opportunity going rice company,0,Yelp
2080,coming like experiencing underwhelming relationship party wait person ask break,0,Yelp
2081,walked place smelled like old grease trap one others eating,0,Yelp
2082,turkey roast beef bland,0,Yelp
2083,place,1,Yelp
2084,pan cake everyone raving taste like sugary disaster tailored palate six year old,0,Yelp
2085,love pho spring roll oh yummy try,1,Yelp
2086,poor batter meat ratio made chicken tender unsatisfying,0,Yelp
2087,say food amazing,1,Yelp
2088,omelet die,1,Yelp
2089,everything fresh delicious,1,Yelp
2090,summary largely disappointing dining experience,0,Yelp
2091,like really sexy party mouth outrageously flirting hottest person party,1,Yelp
2092,never hard rock casino never ever step forward,0,Yelp
2093,best breakfast buffet,1,Yelp
2094,say bye bye tip lady,0,Yelp
2095,never go,0,Yelp
2096,back,1,Yelp
2097,food arrived quickly,1,Yelp
2098,good,0,Yelp
2099,side cafe serf really good food,1,Yelp
2100,server fantastic found wife love roasted garlic bone marrow added extra meal another marrow go,1,Yelp
2101,good thing waiter helpful kept bloddy mary coming,1,Yelp
2102,best buffet town price cannot beat,1,Yelp
2103,loved mussel cooked wine reduction duck tender potato dish delicious,1,Yelp
2104,one better buffet,1,Yelp
2105,went tigerlilly fantastic afternoon,1,Yelp
2106,food delicious bartender attentive personable got great deal,1,Yelp
2107,ambience wonderful music playing,1,Yelp
2108,go back next trip,1,Yelp
2109,sooooo good,1,Yelp
2110,real sushi lover let honest yama good,0,Yelp
2111,least min passed u ordering food arriving busy,0,Yelp
2112,really fantastic thai restaurant definitely worth visit,1,Yelp
2113,nice spicy tender,1,Yelp
2114,good price,1,Yelp
2115,check,1,Yelp
2116,pretty gross,0,Yelp
2117,better atmosphere,0,Yelp
2118,kind hard mess steak,0,Yelp
2119,although much liked look sound place actual experience bit disappointing,0,Yelp
2120,know place managed served blandest food ever eaten preparing indian cuisine,0,Yelp
2121,worst service boot least worry,0,Yelp
2122,service fine waitress friendly,1,Yelp
2123,guy steak steak loving son steak best worst place said best steak ever eaten,1,Yelp
2124,thought venture away get good sushi place really hit spot night,1,Yelp
2125,host staff lack better word bitch,0,Yelp
2126,bland liking place number reason want waste time bad reviewing leave,0,Yelp
2127,phenomenal food service ambiance,1,Yelp
2128,return,0,Yelp
2129,definitely worth venturing strip pork belly return next time vega,1,Yelp
2130,place way overpriced mediocre food,0,Yelp
2131,penne vodka excellent,1,Yelp
2132,good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burger,1,Yelp
2133,management rude,0,Yelp
2134,delicious nyc bagel good selection cream cheese real lox caper even,1,Yelp
2135,great subway fact good come every subway meet expectation,1,Yelp
2136,seriously solid breakfast,1,Yelp
2137,one best bar food vega,1,Yelp
2138,extremely rude really many restaurant would love dine weekend vega,0,Yelp
2139,drink never empty made really great menu suggestion,1,Yelp
2140,,0,Yelp
2141,waiter helpful friendly rarely checked u,0,Yelp
2142,husband ate lunch disappointed food service,0,Yelp
2143,red curry much bamboo shoot tasty,0,Yelp
2144,nice blanket moz top feel like done cover subpar food,1,Yelp
2145,bathroom clean place well decorated,1,Yelp
2146,menu always changing food quality going service extremely slow,0,Yelp
2147,service little slow considering served two people server food coming slow pace,0,Yelp
2148,give one thumb,0,Yelp
2149,watched waiter pay lot attention table ignore u,0,Yelp
2150,fianc came middle day greeted seated right away,1,Yelp
2151,great restaurant mandalay bay,1,Yelp
2152,waited forty five minute vain,0,Yelp
2153,crostini came salad stale,0,Yelp
2154,highlight great quality nigiri,1,Yelp
2155,staff friendly joint always clean,1,Yelp
2156,different cut piece day still wonderful tender well well flavored,1,Yelp
2157,ordered voodoo pasta first time really excellent pasta since going gluten free several year ago,1,Yelp
2158,place good,1,Yelp
2159,unfortunately must hit bakery leftover day everything ordered stale,0,Yelp
2160,came back today since relocated still impressed,0,Yelp
2161,seated immediately,1,Yelp
2162,menu diverse reasonably priced,1,Yelp
2163,avoid cost,0,Yelp
2164,restaurant always full never wait,1,Yelp
2165,delicious,1,Yelp
2166,place hand one best place eat phoenix metro area,1,Yelp
2167,go looking good food,0,Yelp
2168,never treated bad,0,Yelp
2169,bacon hella salty,1,Yelp
2170,also ordered spinach avocado salad ingredient sad dressing literally zero taste,0,Yelp
2171,really vega fine dining used right menu handed lady price listed,1,Yelp
2172,waitress friendly,1,Yelp
2173,lordy khao soi dish missed curry lover,1,Yelp
2174,everything menu terrific also thrilled made amazing accommodation vegetarian daughter,1,Yelp
2175,perhaps caught night judging review inspired go back,0,Yelp
2176,service leaf lot desired,0,Yelp
2177,atmosphere modern hip maintaining touch coziness,1,Yelp
2178,weekly haunt definitely place come back every,1,Yelp
2179,literally sat minute one asking take order,0,Yelp
2180,burger absolutely flavor meat totally bland burger overcooked charcoal flavor,0,Yelp
2181,also decided send back waitress looked like verge heart attack,0,Yelp
2182,dressed treated rudely,0,Yelp
2183,probably dirt,0,Yelp
2184,love place hit spot want something healthy lacking quantity flavor,1,Yelp
2185,ordered lemon raspberry ice cocktail also incredible,1,Yelp
2186,food sucked expected sucked could imagined,0,Yelp
2187,interesting decor,1,Yelp
2188,really like crepe station,1,Yelp
2189,also served hot bread butter home made potato chip bacon bit top original good,1,Yelp
2190,watch preparing delicious food,1,Yelp
2191,egg roll fantastic,1,Yelp
2192,order arrived one gyro missing,0,Yelp
2193,salad wing ice cream dessert left feeling quite satisfied,1,Yelp
2194,really sure joey voted best hot dog valley reader phoenix magazine,0,Yelp
2195,best place go tasty bowl pho,1,Yelp
2196,live music friday totally blow,0,Yelp
2197,never insulted felt disrespected,0,Yelp
2198,friendly staff,1,Yelp
2199,worth drive,1,Yelp
2200,heard good thing place exceeding every hope could dreamed,1,Yelp
2201,food great serivce,1,Yelp
2202,warm beer help,0,Yelp
2203,great brunch spot,1,Yelp
2204,service friendly inviting,1,Yelp
2205,good lunch spot,1,Yelp
2206,lived since first last time stepped foot place,0,Yelp
2207,worst experience ever,0,Yelp
2208,must night place,0,Yelp
2209,side delish mixed mushroom yukon gold puree white corn beateous,1,Yelp
2210,bug never showed would given four sure side wall bug climbing kitchen,0,Yelp
2211,ten minute waiting salad realized coming time soon,0,Yelp
2212,friend loved salmon tartar,1,Yelp
2213,go back,0,Yelp
2214,extremely tasty,1,Yelp
2215,waitress good though,1,Yelp
2216,soggy good,0,Yelp
2217,jamaican mojitos delicious,1,Yelp
2218,small worth price,0,Yelp
2219,food rich order accordingly,1,Yelp
2220,shower area outside rinse take full shower unless mind nude everyone see,0,Yelp
2221,service bit lacking,0,Yelp
2222,lobster bisque bussell sprout risotto filet needed salt pepper course none table,0,Yelp
2223,hopefully bodes going business someone cook come,0,Yelp
2224,either cold enough flavor bad,0,Yelp
2225,loved bacon wrapped date,1,Yelp
2226,unbelievable bargain,1,Yelp
2227,folk otto always make u feel welcome special,1,Yelp
2228,main also uninspired,0,Yelp
2229,place first pho amazing,1,Yelp
2230,wonderful experience made place must stop whenever town,1,Yelp
2231,food bad enough enjoy dealing world worst annoying drunk people,0,Yelp
2232,fun chef,1,Yelp
2233,ordered double cheeseburger got single patty falling apart picture uploaded yeah still suck,0,Yelp
2234,great place couple drink watch sporting event wall covered tv,1,Yelp
2235,possible give zero star,0,Yelp
2236,description said yum yum sauce another said eel sauce yet another said spicy mayo well none roll sauce,0,Yelp
2237,say would hardest decision honestly dish taste supposed taste amazing,1,Yelp
2238,rolled eye may stayed sure go back try,0,Yelp
2239,everyone attentive providing excellent customer service,1,Yelp
2240,horrible waste time money,0,Yelp
2241,dish quite flavourful,1,Yelp
2242,time side restaurant almost empty excuse,0,Yelp
2243,busy either also building freezing cold,0,Yelp
2244,like reviewer said pay eat place,0,Yelp
2245,drink took close minute come one point,0,Yelp
2246,seriously flavorful delight folk,1,Yelp
2247,much better ayce sushi place went vega,1,Yelp
2248,lighting dark enough set mood,1,Yelp
2249,based sub par service received effort show gratitude business going back,0,Yelp
2250,owner really great people,1,Yelp
2251,nothing privileged working eating,0,Yelp
2252,greek dressing creamy flavorful,1,Yelp
2253,overall think would take parent place made similar complaint silently felt,0,Yelp
2254,pizza good peanut sauce tasty,1,Yelp
2255,seven table service pretty fast,1,Yelp
2256,fantastic service,1,Yelp
2257,well would given godfather zero star possible,0,Yelp
2258,know make,1,Yelp
2259,tough short flavor,0,Yelp
2260,hope place stick around,1,Yelp
2261,bar vega ever recall charged tap water,0,Yelp
2262,restaurant atmosphere exquisite,1,Yelp
2263,good service clean inexpensive boot,1,Yelp
2264,seafood fresh generous portion,1,Yelp
2265,plus eight buck,1,Yelp
2266,service par either,0,Yelp
2267,thus far visited twice food absolutely delicious time,1,Yelp
2268,good year ago,1,Yelp
2269,self proclaimed coffee cafe wildly disappointed,0,Yelp
2270,veggitarian platter world,1,Yelp
2271,cant go wrong food,1,Yelp
2272,beat,1,Yelp
2273,stopped place madison ironman friendly kind staff,1,Yelp
2274,chef friendly good job,1,Yelp
2275,better dedicated boba tea spot even jenni pho,0,Yelp
2276,liked patio service outstanding,1,Yelp
2277,goat taco skimp meat wow flavor,1,Yelp
2278,think,0,Yelp
2279,mac salad pretty bland getting,0,Yelp
2280,went bachi burger friend recommendation disappointed,1,Yelp
2281,service stink,0,Yelp
2282,waited waited,0,Yelp
2283,place quality sushi quality restaurant,0,Yelp
2284,would definitely recommend wing well pizza,1,Yelp
2285,great pizza salad,1,Yelp
2286,thing went wrong burned saganaki,0,Yelp
2287,waited hour breakfast could done time better home,0,Yelp
2288,place amazing,1,Yelp
2289,hate disagree fellow yelpers husband disappointed place,0,Yelp
2290,waited one hour never got either pizza many around u came later,0,Yelp
2291,know slow,0,Yelp
2292,staff great food delish incredible beer selection,1,Yelp
2293,live neighborhood disappointed back convenient location,0,Yelp
2294,know pulled pork could soooo delicious,1,Yelp
2295,get incredibly fresh fish prepared care,1,Yelp
2296,go gave star rating please know third time eating bachi burger writing review,0,Yelp
2297,love fact everything menu worth,1,Yelp
2298,never dining place,0,Yelp
2299,food excellent service good,1,Yelp
2300,good beer drink selection good food selection,1,Yelp
2301,please stay away shrimp stir fried noodle,0,Yelp
2302,potato chip order sad could probably count many chip box probably around,0,Yelp
2303,food really boring,0,Yelp
2304,good service check,1,Yelp
2305,greedy corporation never see another dime,0,Yelp
2306,never ever go back,0,Yelp
2307,much like go back get passed atrocious service never return,0,Yelp
2308,summer dine charming outdoor patio delightful,1,Yelp
2309,expect good,1,Yelp
2310,fantastic food,1,Yelp
2311,ordered toasted english muffin came untoasted,0,Yelp
2312,food good,1,Yelp
2313,never going back,0,Yelp
2314,great food price high quality house made,1,Yelp
2315,bus boy hand rude,0,Yelp
2316,point friend basically figured place joke mind making publicly loudly known,0,Yelp
2317,back good bbq lighter fare reasonable pricing tell public back old way,1,Yelp
2318,considering two u left full happy go wrong,1,Yelp
2319,bread made house,1,Yelp
2320,downside service,0,Yelp
2321,also fry without doubt worst fry ever,0,Yelp
2322,service exceptional food good review,1,Yelp
2323,couple month later returned amazing meal,1,Yelp
2324,favorite place town shawarrrrrrma,1,Yelp
2325,black eyed pea sweet potato unreal,1,Yelp
2326,disappointed,1,Yelp
2327,could serve vinaigrette may make better overall dish still good,1,Yelp
2328,go far many place never seen restaurant serf egg breakfast especially four,0,Yelp
2329,mom got home immediately got sick bite salad,0,Yelp
2330,server pleasant deal always honor pizza hut coupon,0,Yelp
2331,truly unbelievably good glad went back,1,Yelp
2332,fantastic service pleased atmosphere,1,Yelp
2333,everything gross,0,Yelp
2334,love place,1,Yelp
2335,great service food,1,Yelp
2336,first bathroom location dirty seat cover replenished plain yucky,0,Yelp
2337,burger got gold standard burger kind disappointed,0,Yelp
2338,omg food delicioso,1,Yelp
2339,nothing authentic place,0,Yelp
2340,spaghetti nothing special whatsoever,0,Yelp
2341,dish salmon best great,1,Yelp
2342,vegetable fresh sauce feel like authentic thai,1,Yelp
2343,worth driving tucson,1,Yelp
2344,selection probably worst seen vega none,0,Yelp
2345,pretty good beer selection,1,Yelp
2346,place like chipotle better,1,Yelp
2347,classy warm atmosphere fun fresh appetizer succulent steak baseball steak,1,Yelp
2348,five star brick oven bread app,1,Yelp
2349,eaten multiple time time food delicious,1,Yelp
2350,sat another ten minute finally gave left,0,Yelp
2351,terrible,0,Yelp
2352,everyone treated equally special,1,Yelp
2353,take min pancake egg,0,Yelp
2354,delicious,1,Yelp
2355,good side staff genuinely pleasant enthusiastic real treat,1,Yelp
2356,sadly gordon ramsey steak place shall sharply avoid next trip vega,0,Yelp
2357,always evening wonderful food delicious,1,Yelp
2358,best fish ever life,1,Yelp
2359,bathroom next door nice,1,Yelp
2360,buffet small food offered bland,0,Yelp
2361,outstanding little restaurant best food ever tasted,1,Yelp
2362,pretty cool would say,1,Yelp
2363,definitely turn doubt back unless someone else buying,0,Yelp
2364,server great job handling large rowdy table,1,Yelp
2365,find wasting food despicable food,0,Yelp
2366,wife lobster bisque soup lukewarm,0,Yelp
2367,would come back sushi craving vega,1,Yelp
2368,staff great ambiance great,1,Yelp
2369,deserves five star,1,Yelp
2370,left stomach ache felt sick rest day,0,Yelp
2371,dropped ball,0,Yelp
2372,dining space tiny elegantly decorated comfortable,1,Yelp
2373,customize order way like usual eggplant green bean stir fry love,1,Yelp
2374,bean rice mediocre best,0,Yelp
2375,best taco town far,1,Yelp
2376,took back money got outta,0,Yelp
2377,interesting part town place amazing,1,Yelp
2378,rude inconsiderate management,0,Yelp
2379,staff friendly wait time served horrible one even say hi first ten minute,0,Yelp
2380,back,0,Yelp
2381,great dinner,1,Yelp
2382,service outshining definitely recommend halibut,1,Yelp
2383,food terrible,0,Yelp
2384,never ever go back told many people happened,0,Yelp
2385,recommend unless car break front starving,0,Yelp
2386,come back every time vega,1,Yelp
2387,place deserves one star food,0,Yelp
2388,disgrace,0,Yelp
2389,def coming back bowl next time,1,Yelp
2390,want healthy authentic ethic food try place,1,Yelp
2391,continue come lady night andddd date night highly recommend place anyone area,1,Yelp
2392,several time past experience always great,1,Yelp
2393,walked away stuffed happy first vega buffet experience,1,Yelp
2394,service excellent price pretty reasonable considering vega located inside crystal shopping mall aria,1,Yelp
2395,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,1,Yelp
2396,probably one people ever go ians like,0,Yelp
2397,kid pizza always hit lot great side dish option kiddos,1,Yelp
2398,service perfect family atmosphere nice see,1,Yelp
2399,cooked perfection service impeccable,1,Yelp
2400,one simply disappointment,0,Yelp
2401,overall disappointed quality food bouchon,0,Yelp
2402,accountant know getting screwed,0,Yelp
2403,great place eat reminds little mom pop shop san francisco bay area,1,Yelp
2404,today first taste buldogis gourmet hot dog tell ever thought possible,1,Yelp
2405,left frustrated,0,Yelp
2406,definitely soon,1,Yelp
2407,food really good got full petty fast,1,Yelp
2408,service fantastic,1,Yelp
2409,total waste time,0,Yelp
2410,know kind best iced tea,1,Yelp
2411,come hungry leave happy stuffed,1,Yelp
2412,service give star,0,Yelp
2413,assure disappointed,1,Yelp
2414,take little bad service food suck,0,Yelp
2415,gave trying eat crust teeth still sore,0,Yelp
2416,completely grossed,0,Yelp
2417,really enjoyed eating,1,Yelp
2418,first time going think quickly become regular,1,Yelp
2419,server nice even though looked little overwhelmed need stayed professional friendly end,1,Yelp
2420,dinner companion told everything fresh nice texture taste,1,Yelp
2421,ground right next table large smeared stepped tracked everywhere pile green bird poop,0,Yelp
2422,furthermore even find hour operation website,0,Yelp
2423,tried like place ten time think done,0,Yelp
2424,mistake,0,Yelp
2425,complaint,1,Yelp
2426,seriously good pizza expert connisseur topic,1,Yelp
2427,waiter jerk,0,Yelp
2428,strike one want rushed,0,Yelp
2429,nicest restaurant owner ever come across,1,Yelp
2430,never come,0,Yelp
2431,loved biscuit,1,Yelp
2432,service quick friendly,1,Yelp
2433,ordered appetizer took minute pizza another ten minute,0,Yelp
2434,absolutley fantastic,1,Yelp
2435,huge awkward lb piece cow two th gristle fat,0,Yelp
